;X;Unnamed..0;StartDate;EndDate;Status;Progress;Duration..in.seconds.;Finished;RecordedDate;ResponseId;DistributionChannel;UserLanguage;consent_q;google.acct;att_1;att_2;entertain_predict_3;lonely_predict_3;novel_predict_3;engage_predict_3;comfort_predict_3;interest_predict_3;connect_predict_3;entertain_predict_3.1;lonely_predict_3.1;novel_predict_3.1;engage_predict_3.1;comfort_predict_3.1;interest_predict_3.1;connect_predict_3.1;lonely_1_3;lonely_2_3;lonely_3_3;lonely_4_3;mturk_id;completion_code;timer_First.Click;timer_Last.Click;timer_Page.Submit;timer_Click.Count;screenshot_Id;screenshot_Name;screenshot_Size;screenshot_Type;noInteraction_timer_First.Click;noInteraction_timer_Last.Click;noInteraction_timer_Page.Submit;noInteraction_timer_Click.Count;entertain_exp_3;lonely_exp_3;novel_exp_3;engage_exp_3;comfor_exp_3;interest_exp_3;connect_exp_3;entertain_exp_3.1;lonely_exp_3.1;novel_exp_3.1;engage_exp_3.1;comfort_exp_3;interest_exp_3.1;connected_exp_3;lonely_1_after_3;lonely_2_after_3;lonely_3_after_3;lonely_4_after_3;comp_1;comp_2;able_nothing;able_nothing_explain;believe_q;explain;ai_attitude_1_6;ai_attitude_2_1;ai_attitude_3_1;ai_attitude_4_1;ai_attitude_5_1;ai_attitude_6_1;ai_attitude_7_1;ai_attitude_8_1;ai_attitude_9_1;ai_attitude_10_1;ai_attitude_11_1;ai_attitude_12_1;ai_attitude_13_1;ai_attitude_14_1;ai_attitude_15_1;ai_attitude_16_1;chatbot;chatbot_exp;gender;gender_4_TEXT;ethnicity;ethnicity_6_TEXT;age;edu;edu_8_TEXT;workerId;condition_2;condition
30;29;29;2023-04-05 13:45:09;2023-04-05 14:07:22;0;100;1333;1;2023-04-05 14:07:23;R_3k7e1U8bv4ml58T;anonymous;EN;1;1;2;2;;;;;;;;69;29;34;64;36;68;60;76;36;71;34;30;5931-3962-1836-3474;;;;;;;;;;;;;;;;;;;;98;1;93;100;96;100;100;39;4;11;2;3;1;;;1;They were not using punctuation correctly. They also didn't capitalize letters. They were very friendly feeling. Talking about details that I'm not sure I would expect from a computer AI;65;41;70;64;100;33;63;60;84;100;92;62;6;100;100;10;2;;2;;3;;31;1;;30;0;another person
31;30;30;2023-04-05 13:36:24;2023-04-05 14:17:03;0;100;2438;1;2023-04-05 14:17:04;R_1eCs3lhfltLV764;anonymous;EN;1;1;2;2;;;;;;;;93;72;93;92;88;100;93;91;77;92;92;31;0046-5598-1999-5555;;;;;;;;;;;;;;;;;;;;93;25;87;87;83;81;81;46;57;64;62;2;1;;;2;The responses were very fast. And they had so many hobbies and did so many things a normal person wouldn't have time for,;81;92;92;89;88;91;90;100;90;88;91;91;91;92;90;70;1;ive chatted on shopping sites and paying bills.;2;;3;;34;3;;31;ai;another person
32;31;31;2023-04-05 14:17:55;2023-04-05 14:18:20;0;100;25;1;2023-04-05 14:18:21;R_2wHm1YgM4E1PI1s;anonymous;EN;1;1;1;2;;;;;;;;;;;;;;;;;;;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;0;another person
33;32;32;2023-04-05 13:58:21;2023-04-05 14:19:25;0;100;1264;1;2023-04-05 14:19:26;R_cutGyyHlKuQIVmF;anonymous;EN;1;1;2;2;;;;;;;;36;70;56;36;24;37;33;85;75;78;80;33;1613-5063-5156-3726;;;;;;;;;;;;;;;;;;;;68;40;80;88;70;75;70;75;70;68;65;2;1;;;1;Honestly I felt like maybe I was speaking to another autistic person( I'm autistic) as we were both semi formal in our responses but I'm just not sure.;60;60;60;55;80;55;82;54;86;75;75;72;36;86;90;40;1;I tried the replika app;4;nonbinary;3;;33;3;;33;0;another person
34;33;33;2023-04-05 14:00:34;2023-04-05 14:21:26;0;100;1252;1;2023-04-05 14:21:27;R_1H1vFJQhsSVfWsP;anonymous;EN;1;1;2;2;;;;;;;;72;27;72;72;79;62;72;70;65;68;69;34;8506-8491-3159-6690;;;;;;;;;;;;;;;;;;;;70;26;62;72;50;64;83;40;42;38;32;2;1;;;2;It connected really quick and I think this was evaluating programs like ChatGPT. ;80;73;82;93;26;96;43;90;50;32;20;48;84;34;27;75;1;I've talked to chatbots for customer support programs and I've used ChatGPt.;1;;3;;31;4;;34;0;another person
35;34;34;2023-04-05 13:59:05;2023-04-05 14:22:00;0;100;1374;1;2023-04-05 14:22:01;R_2xzxwSCNVEv7isa;anonymous;EN;1;1;2;2;;;;;;;;50;31;60;64;57;60;57;0;0;0;0;35;9735-0676-8391-4378;;;;;;;;;;;;;;;;;;;;16;0;0;18;50;0;0;0;0;0;0;3;1;;;2;because there was noone else in the chat to interact with. I chatted with myself and wondered if that was the intent.;70;51;76;68;50;60;29;72;50;50;54;27;59;50;50;62;1;I believe in other surveys.;1;;3;;68;3;;35;0;another person
36;35;35;2023-04-05 13:58:14;2023-04-05 14:23:51;0;100;1536;1;2023-04-05 14:23:52;R_Y5JE8HRbb9gJzhv;anonymous;EN;1;1;2;2;;;;;;;;24;50;53;62;50;31;43;5;0;13;10;36;1530-4776-8577-0849;;;;;;;;;;;;;;;;;;;;50;50;70;65;44;58;59;3;4;6;6;3;1;;;1;The follow up questions and comments were too specific to what I had replied so it felt like the interaction was with a human.;50;28;50;72;57;62;50;39;50;9;0;54;38;50;19;50;1;I've chatted with chatbots when talking to customer service before on websites.;2;;1;;26;4;;36;0;another person
37;36;36;2023-04-05 14:02:57;2023-04-05 14:23:52;0;100;1255;1;2023-04-05 14:23:53;R_3QLBnZCS0mAMQWO;anonymous;EN;1;1;2;2;;;;;;;;74;14;82;84;23;83;77;88;82;84;87;37;6736-9582-1575-9264;;;;;;;;;;;;;;;;;;;;19;71;21;15;18;20;26;81;90;92;81;3;1;;;2;i had to do all the work. and it knows shit about me. ;26;21;18;100;100;77;0;100;100;100;100;100;0;100;100;100;1;i mean come on its 2023 who hasnt interacted with a chatbot.;1;;3;;37;4;;37;0;another person
38;37;37;2023-04-05 14:02:01;2023-04-05 14:25:21;0;100;1399;1;2023-04-05 14:25:21;R_3e4cFGpaFvrADtF;anonymous;EN;1;1;2;2;;;;;;;;22;54;64;48;42;23;65;0;0;0;0;38;6020-3674-4737-6534;;;;;;;;;;;;;;;;;;;;55;55;19;39;47;25;46;0;0;0;0;1;1;;;1;convo was weird, almost too weird to be a bot;100;100;100;100;0;100;5;100;8;0;0;0;100;0;0;100;1;in studies prior;2;;3;;32;4;;38;0;another person
39;38;38;2023-04-05 14:03:45;2023-04-05 14:26:25;0;100;1359;1;2023-04-05 14:26:26;R_28LGf5d81G8OMYV;anonymous;EN;1;1;2;2;;;;;;;;79;20;80;70;60;90;75;90;80;70;80;39;4342-9549-7107-4300;;;;;;;;;;;;;;;;;;;;89;0;86;86;95;80;100;69;64;69;56;3;1;;;1;I would be SHOCKED if that was a Chatbot.  The person knew too many specifics that were not queued by me at all.  Like the peacocks in LA.  If this is a Chatbot then good freaking job, that was amazing.;60;54;87;80;37;74;60;100;65;0;12;11;92;4;9;25;1;ChatGPT and some online shopping bots;2;;3;;33;4;;39;0;another person
40;39;39;2023-04-05 13:53:05;2023-04-05 14:26:35;0;100;2010;1;2023-04-05 14:26:36;R_3rTbT3HQCM9pEet;anonymous;EN;1;1;2;2;;;;;;;;60;50;70;70;50;70;50;90;90;95;95;40;5999-0528-6848-3435;;;;;;;;;;;;;;;;;;;;90;70;85;80;60;80;80;95;95;100;100;2;1;;;1;I thought I was interacting with a human because of the way the sentences were structured and the topics that were brought up. ;50;50;60;50;80;100;30;70;50;40;75;80;50;55;40;25;1;When I seek online chat support from various businesses, I am assisted with a chatbot until the chatbot cannot assist and then am transferred to a human.;2;;4;;45;4;;40;0;another person
41;40;40;2023-04-05 14:21:16;2023-04-05 14:26:58;0;100;342;1;2023-04-05 14:26:59;R_1K7JXtSpOi4F6ek;anonymous;EN;1;1;2;2;;;;;;;;74;40;75;80;88;88;85;82;56;71;89;41;8466-7566-0570-7727;;;;;;;;;;;;;;;;;;;;72;74;86;68;71;75;63;78;65;98;76;1;1;;;1;My thought was this is real person.;73;79;76;88;62;77;78;66;76;79;63;77;68;55;74;72;2;;1;;1;;35;5;;41;0;another person
42;41;41;2023-04-05 14:08:23;2023-04-05 14:28:43;0;100;1219;1;2023-04-05 14:28:43;R_1ePJ1e926p0mHNe;anonymous;EN;1;1;2;2;;;;;;;;40;20;65;65;35;50;60;0;10;15;5;42;3373-3685-0290-6103;;;;;;;;;;;;;;;;;;;;70;65;60;75;80;75;70;0;0;0;5;1;1;;;1;Pete seemed to answer to specific questions. ;70;65;70;80;70;75;30;65;50;20;20;25;70;20;25;30;2;;1;;4;;39;4;;42;0;another person
43;42;42;2023-04-05 13:59:16;2023-04-05 14:32:24;0;100;1987;1;2023-04-05 14:32:25;R_xn29rUvmPHCdGPD;anonymous;EN;1;1;2;2;;;;;;;;50;50;60;65;50;60;50;0;0;0;0;43;1136-0204-3019-5555;;;;;;;;;;;;;;;;;;;;40;50;20;50;50;55;50;0;0;0;0;3;1;;;2;Ive talked with chatbots before, it was very similar.;70;70;95;92;65;86;72;100;50;10;30;2;61;30;35;80;1;Ive used them after hearing about them from the news and other people.;1;;3;;36;4;;43;ai;another person
44;43;43;2023-04-05 14:00:34;2023-04-05 14:32:47;0;100;1932;1;2023-04-05 14:32:47;R_1IjflAUbZj834S1;anonymous;EN;1;1;2;2;;;;;;;;90;20;10;90;50;90;80;90;90;90;90;44;8089-8180-3568-7854;;;;;;;;;;;;;;;;;;;;100;10;0;100;100;100;100;90;90;90;80;3;1;;;1;The things she said and the way she said them sounded/looked very human-like, right down to typos from typing too fast.;90;85;100;100;35;70;60;90;30;10;20;10;60;30;30;50;1;Many times, e.g., on Bank of America for simple questions/tasks.;2;;3;;68;4;;44;0;another person
45;44;44;2023-04-05 14:03:21;2023-04-05 14:34:58;0;100;1896;1;2023-04-05 14:34:58;R_vizy5jryJMxjkLn;anonymous;EN;1;1;2;2;;;;;;;;38;17;81;93;63;65;77;17;1;64;8;45;3152-0482-5660-3095;;;;;;;;;;;;;;;;;;;;84;3;96;100;96;98;98;25;10;10;26;3;1;;;1;I believe I was interacting with a human because every expression and message was appropriate to our conversation. Additionally, the messages were just like I was chatting with a friend.;72;72;74;80;47;90;41;82;41;21;23;14;100;23;15;58;2;;1;;3;;31;4;;45;0;another person
46;45;45;2023-04-05 14:07:58;2023-04-05 14:35:18;0;100;1640;1;2023-04-05 14:35:19;R_2TsLvYBnON2TCn7;anonymous;EN;1;1;2;2;;;;;;;;20;50;50;30;20;40;40;20;40;80;20;46;7204-4186-9571-5555;;;;;;;;;;;;;;;;;;;;60;50;60;70;30;60;50;30;60;70;30;2;1;;;1;They were answering questions tailored to the topic I was talking about. They weren’t answers that could pertain to anything. ;80;70;80;90;30;70;30;80;50;10;0;80;90;50;50;60;1;I have done surveys on mTurk with chat bots and used them on sites about my accounts like t mobile. ;2;;3;;39;3;;46;ai;another person
47;46;46;2023-04-05 14:19:40;2023-04-05 14:38:46;0;100;1146;1;2023-04-05 14:38:47;R_2aKSaRdH202EX0F;anonymous;EN;1;1;2;2;;;;;;;;66;64;54;56;13;83;40;63;63;36;68;47;5252-1698-7588-6170;;;;;;;;;;;;;;;;;;;;5;100;0;15;5;15;10;83;90;83;71;2;1;;;2;Generic responses of a old person. Needs to be more informal;38;71;29;22;54;28;74;34;86;21;71;8;27;32;15;31;2;;1;;3;;22;1;;47;0;another person
48;47;47;2023-04-05 14:19:02;2023-04-05 14:39:17;0;100;1215;1;2023-04-05 14:39:18;R_3ezc62yVI4mGJBq;anonymous;EN;1;1;2;2;;;;;;;;39;50;72;62;19;63;24;25;22;16;29;48;0828-6120-1745-9243;;;;;;;;;;;;;;;;;;;;100;0;100;100;100;100;100;0;0;0;0;2;1;;;1;There is no way that could have been a chatbot, the responses were too organic.;73;86;73;84;50;77;50;71;50;50;75;10;76;50;50;77;2;;2;;3;;42;3;;48;0;another person
49;48;48;2023-04-05 14:17:36;2023-04-05 14:39:30;0;100;1313;1;2023-04-05 14:39:31;R_3I6IR6BTUhQHsOO;anonymous;EN;1;1;2;2;;;;;;;;40;50;50;57;46;50;52;16;15;15;13;49;4362-8751-9135-2616;;;;;;;;;;;;;;;;;;;;69;18;79;83;77;84;81;8;9;6;6;2;1;;;1;I asked a question about movies and they rerouted the conversation to anime. I don't think a chatbot would do that.;36;50;55;62;75;42;70;82;44;61;79;19;33;63;71;38;2;;1;;3;;37;2;;49;0;another person
50;49;49;2023-04-05 14:19:54;2023-04-05 14:39:33;0;100;1178;1;2023-04-05 14:39:34;R_2aXfouzXE3FKJZa;anonymous;EN;1;1;2;2;;;;;;;;72;34;19;75;88;34;85;36;24;43;47;50;4868-7411-3595-5680;;;;;;;;;;;;;;;;;;;;80;66;0;66;90;0;0;13;4;30;16;2;1;;;1;they were totally rude and didn't put any effort into the conversation like a chad dude.;97;98;100;100;96;100;97;98;78;41;14;0;100;38;2;86;1;I have used chat bots for support on websites and while ordering things.;2;;3;;39;3;;50;0;another person
51;50;50;2023-04-05 14:22:53;2023-04-05 14:40:40;0;100;1066;1;2023-04-05 14:40:40;R_3kkb5goT5AuB7wW;anonymous;EN;1;1;2;2;;;;;;;;62;30;62;58;59;61;67;68;71;72;71;51;2674-0259-3519-3751;;;;;;;;;;;;;;;;;;;;33;37;29;36;30;39;43;62;56;55;56;2;1;;;1;He says so;61;62;60;59;28;64;57;60;64;29;34;59;61;58;56;52;2;;1;;2;;27;5;;51;0;another person
52;51;51;2023-04-05 14:20:32;2023-04-05 14:43:10;0;100;1358;1;2023-04-05 14:43:11;R_21bUpmFiRUEn6z0;anonymous;EN;1;1;2;2;;;;;;;;66;50;71;62;19;50;62;0;0;0;0;52;4731-6344-1638-5896;;;;;;;;;;;;;;;;;;;;77;0;82;74;72;83;82;0;0;0;0;2;1;;;1;small details that were given , spelling mistakes etc.;100;99;100;100;1;99;50;100;69;12;3;0;100;0;0;68;1;through my internet carrier, cellphone carrier when call or using the chat feature ;2;;3;;43;3;;52;0;another person
53;52;52;2023-04-05 14:21:12;2023-04-05 14:43:57;0;100;1365;1;2023-04-05 14:43:57;R_2aV1ZoAeDphf5LK;anonymous;EN;1;1;2;2;;;;;;;;50;50;50;50;0;50;50;65;25;65;25;53;2456-8331-2975-3258;;;;;;;;;;;;;;;;;;;;50;50;50;30;30;50;50;70;30;70;15;2;1;;;1;That is what I was told and it kind of seemed like another person. I'm not sure why. It just didn't seem like a chatbot to me. ;100;70;70;100;50;50;50;100;50;10;10;50;100;50;50;100;1;I guess I have for customer service for amazon maybe. ;2;;3;;39;5;;53;0;another person
54;53;53;2023-04-05 14:24:47;2023-04-05 14:44:03;0;100;1156;1;2023-04-05 14:44:04;R_3mmFXlegENoaMSy;anonymous;EN;1;1;2;2;;;;;;;;59;18;78;68;38;67;78;25;23;24;28;54;9735-1868-9310-1554;;;;;;;;;;;;;;;;;;;;86;9;63;91;90;89;95;13;10;10;8;2;1;;;1;They responded very informally and like a human would. ;77;82;90;83;79;90;57;93;56;23;29;38;84;28;16;63;1;I have interacted with Chat GPT;1;;2;;23;4;;54;0;another person
55;54;54;2023-04-05 14:10:40;2023-04-05 14:44:09;0;100;2008;1;2023-04-05 14:44:10;R_3p3YdBMyep2srnt;anonymous;EN;1;1;2;2;;;;;;;;50;50;30;50;60;50;60;55;0;20;0;55;9792-8600-8107-5555;;;;;;;;;;;;;;;;;;;;50;50;60;60;50;65;60;55;0;20;0;2;1;;;2;I immediately thought it was a bot, but they gave good answers that had me doubting. The questions they asked seemed a bit uninformed for someone that has been on mturk for a year. What really made me doubt they were a human again was when I asked them if they were experimenting with new technology as a writer of 10+ years and they mentioned Grammarly and Dragon dictation, which have been around for a long time. I could understand if they came up with that after thinking about it, but their response was very quick.;100;60;100;100;50;100;55;100;35;20;50;10;80;50;15;50;1;I think I first interacted with a chat bot about 20 years ago on MSN Messenger. I have also interacted with them in customer service roles over maybe that past 8 years or so. I have some experience with ChatGPT over the last few months as well.;1;;4;;34;3;;55;ai;another person
56;55;55;2023-04-05 14:23:09;2023-04-05 14:45:53;0;100;1364;1;2023-04-05 14:45:54;R_1lz1Rc9hJuCki5H;anonymous;EN;1;1;2;2;;;;;;;;66;39;65;50;50;70;70;42;67;60;70;56;2284-5950-7250-5079;;;;;;;;;;;;;;;;;;;;78;29;60;61;69;81;72;42;62;59;63;1;1;;;1;the responses were atypical for a chatbot. There were even spelling mistakes.;70;79;66;80;50;82;62;91;62;41;56;28;18;50;50;72;1;I've used chatbots on different sites (my cell phone provider and my bank use them). I've also used ChatGPT on a few occasions.;1;;3;;46;4;;56;0;another person
57;56;56;2023-04-05 14:22:52;2023-04-05 14:46:04;0;100;1391;1;2023-04-05 14:46:05;R_vTPdbBUqkEvZCAF;anonymous;EN;1;1;2;2;;;;;;;;80;9;81;74;67;77;50;18;18;10;8;57;9998-7125-0878-6965;;;;;;;;;;;;;;;;;;;;100;0;100;100;100;100;100;1;0;0;0;1;1;;;1;Because she would talk normal and use abbreviation when chatting verses chatbot are perfect.;81;78;96;72;71;26;53;71;69;30;79;83;76;73;71;68;1;using customer service to return product purchase online.;1;;3;;44;3;;57;0;another person
58;57;57;2023-04-05 14:19:46;2023-04-05 14:46:41;0;100;1614;1;2023-04-05 14:46:41;R_1HeKGVM4hclQRM9;anonymous;EN;1;1;2;2;;;;;;;;90;11;82;91;74;84;81;91;96;92;96;58;2918-9444-3519-7620;;;;;;;;;;;;;;;;;;;;100;100;98;99;100;100;99;12;13;13;13;3;1;;;1;I just knew, they responded with real stories, and told me about similar money making things and commented about things i said;50;50;53;50;71;81;51;80;20;13;18;14;89;34;6;65;2;;2;;3;;32;3;;58;0;another person
59;58;58;2023-04-05 14:20:20;2023-04-05 14:46:47;0;100;1586;1;2023-04-05 14:46:48;R_3jSVITILdnYKY2E;anonymous;EN;1;1;2;2;;;;;;;;80;0;90;82;78;20;82;12;11;10;9;59;3290-8928-5085-7401;;;;;;;;;;;;;;;;;;;;100;13;100;99;84;100;97;5;3;11;8;1;1;;;1;Human because they had actual events;91;92;93;71;60;90;80;70;10;31;17;20;29;71;71;83;1;i have used chat gpt for many things;1;;4;;20;3;;59;0;another person
60;59;59;2023-04-05 14:27:52;2023-04-05 14:49:57;0;100;1325;1;2023-04-05 14:49:58;R_3lWbKHVXJVp5JgM;anonymous;EN;1;1;2;2;;;;;;;;71;33;67;64;61;60;71;16;10;7;15;60;9288-2385-7824-5555;;;;;;;;;;;;;;;;;;;;79;11;75;90;74;67;84;12;3;12;11;3;1;;;1;I am not familiar with chatbot that are that fast and responsive contextualy. ;67;65;57;64;41;65;50;69;41;31;32;27;68;34;28;61;2;;1;;3;;35;5;;60;ai;another person
61;60;60;2023-04-05 14:28:15;2023-04-05 14:52:16;0;100;1441;1;2023-04-05 14:52:16;R_2Pk6mCO93Vpe1vv;anonymous;EN;1;1;2;2;;;;;;;;40;44;60;55;60;55;55;70;75;80;60;61;5940-2532-2072-5555;;;;;;;;;;;;;;;;;;;;55;40;70;70;60;55;55;65;70;70;55;2;1;;;1;the responses in the conversation were specific to what I was saying such as my son and I going swimming etc;65;70;70;60;70;65;55;80;71;45;60;65;45;55;80;65;2;;2;;3;;41;3;;61;ai;another person
62;61;61;2023-04-05 14:30:24;2023-04-05 14:52:57;0;100;1353;1;2023-04-05 14:52:59;R_ul9kk73wDI0nLy1;anonymous;EN;1;1;2;2;;;;;;;;72;34;78;59;71;71;62;38;20;67;34;62;4671-0168-9580-4013;;;;;;;;;;;;;;;;;;;;80;14;80;84;83;92;81;21;23;21;18;2;1;;;1;They responded to my questions/comments but also added original thoughts of their own that seemed very natural -- there were also so typos and slang type of text;73;72;69;93;87;84;62;64;73;72;73;50;68;74;37;51;1;I have used ChatGTP for a different study and have used chatbot services on websites;2;;5;;26;5;;62;0;another person
63;62;62;2023-04-05 14:33:10;2023-04-05 14:56:52;0;100;1422;1;2023-04-05 14:56:53;R_3jVT08pHj65X4Jw;anonymous;EN;1;1;2;2;;;;;;;;76;8;82;91;88;82;93;0;0;0;0;63;3663-6596-1856-5555;;;;;;;;;;;;;;;;;;;;96;2;100;95;96;97;94;0;0;0;0;1;1;;;1;They seemed genuine.;95;92;94;96;1;96;2;96;2;1;2;0;94;0;1;50;1;I have talked to chatbots during surveys.;2;;3;;69;1;;63;ai;another person
64;63;63;2023-04-05 14:36:05;2023-04-05 14:58:12;0;100;1327;1;2023-04-05 14:58:13;R_2V1PrrfYopBZV0s;anonymous;EN;1;1;2;2;;;;;;;;85;11;94;84;80;82;91;68;70;84;79;64;3869-1087-9219-5555;;;;;;;;;;;;;;;;;;;;95;8;94;92;94;94;95;8;8;11;11;2;1;;;1;The conversation was natural and had a organic flow. It felt like a real heartfelt conversation.;90;90;90;92;17;88;15;83;27;28;24;65;88;14;20;70;2;;1;;3;;34;2;;64;ai;another person
65;64;64;2023-04-05 14:18:58;2023-04-05 15:05:46;0;100;2807;1;2023-04-05 15:05:47;R_20SPwuwMmgO4GW3;anonymous;EN;1;1;2;2;;;;;;;;80;25;70;60;80;68;71;10;0;9;0;65;3284-2652-7587-5555;;;;;;;;;;;;;;;;;;;;85;0;75;91;100;100;100;0;0;0;0;2;1;;;1;I thought I was interacting with a human because their responses seemed genuine.;27;19;50;40;50;27;77;20;76;50;50;50;19;50;50;0;1;Yes, on company websites that have chatbots to help customers with questions.;2;;1;;29;3;;65;ai;another person
66;65;65;2023-04-05 14:32:42;2023-04-05 15:07:39;0;100;2096;1;2023-04-05 15:07:39;R_Uts5v1HeiHzbOQF;anonymous;EN;1;1;2;2;;;;;;;;56;42;80;77;40;77;68;24;36;31;15;66;6577-1268-0664-7911;;;;;;;;;;;;;;;;;;;;95;13;89;76;62;70;84;4;12;3;8;2;1;;;1;"I think it was a person because their mannerisms seemed very consistent and normal; also, the way they typed was not overly formal.";89;63;78;88;95;70;80;55;70;64;45;35;58;75;24;45;2;;1;;3;;32;7;;66;0;another person
67;66;66;2023-04-05 14:41:41;2023-04-05 15:08:07;0;100;1586;1;2023-04-05 15:08:08;R_2B3SReJ3Ef36Vsl;anonymous;EN;1;1;2;2;;;;;;;;60;55;90;30;100;60;55;20;20;25;20;67;5145-9697-1446-5555;;;;;;;;;;;;;;;;;;;;100;0;80;100;100;100;100;5;0;0;0;2;1;;;1;I think it was a person. I have interacted with chatbot before and I felt that this was a person and not a chatbot. If it was a chatbot I would love to know which one because they were intresting to talk too.;100;100;100;90;20;20;10;100;25;5;10;0;50;5;20;60;1;I have used Chatgpt and other chatbots. I enjoy talking to them.;2;;3;;43;3;;67;ai;another person
68;67;67;2023-04-05 15:08:58;2023-04-05 15:09:51;0;100;53;1;2023-04-05 15:09:52;R_VO513ZQI0UiodJ7;anonymous;EN;1;1;2;1;;;;;;;;;;;;;;;;;;;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;0;another person
69;68;68;2023-04-05 14:48:06;2023-04-05 15:10:49;0;100;1363;1;2023-04-05 15:10:49;R_yQjJw7c0mvf9Cnf;anonymous;EN;1;1;2;2;;;;;;;;50;69;96;62;82;59;50;50;80;70;82;69;9038-5939-2254-5555;;;;;;;;;;;;;;;;;;;;64;70;84;82;100;90;50;80;70;90;50;1;1;;;1;Chatbots and automation are unable to replace humans as they lack the trust, empathy, and compassion which are necessary for customer service;81;71;92;50;73;71;100;71;91;71;84;66;67;62;86;51;2;;1;;3;;32;4;;69;ai;another person
