"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","worker_id","lonely_before_1","lonely_before_2","lonely_before_3","completion_code","lonely_after_1","lonely_after_2","lonely_after_3","heard_1_1","heard_2_1","heard_3_1","perf_1_1","perf_2_1","perf_3_1","perf_4_1","perf_5_1","comp_1","comp_2","ai_companion_exp","ai_companion_exp2","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","ai_capability_1","participantId","condition"
"2024-05-16 11:54:18","2024-05-16 12:12:46","0",62,"100","1107","1","2024-05-16 12:12:47","R_7vSrdp8p9eWWSsh","","","","",62,62,"anonymous","EN","1","2","2",58,"37","34","32","4267-2455-1874-0814","32","32","30","73","81","92","100","100","82","83","100","1","1","2","","2","","3","","28","4","","91","F609E96575934888912216B6D508FCF6","regular"
"2024-05-16 11:52:07","2024-05-16 12:12:48","0",63,"100","1240","1","2024-05-16 12:12:48","R_29CPm0bucgbFbJ7","","","","",63,63,"anonymous","EN","1","2","2",59,"30","5","44","4219-0488-8932-1855","30","5","40","30","69","62","89","73","72","72","65","1","1","2","","2","","2","","27","4","","13","8F60D57CB25948A7A7E8054E621D7571","regular"
"2024-05-16 11:51:01","2024-05-16 12:12:55","0",64,"100","1314","1","2024-05-16 12:12:56","R_3EWYP8Df2CpsX1S","","","","",64,64,"anonymous","EN","1","2","2",60,"19","9","12","4450-0373-8874-2870","8","9","35","4","18","6","92","89","85","89","72","1","1","1","truly out of curiosity and boredom.","2","","1","","25","4","","87","FCB659F0A5F240A6911F5D6408E9AF07","generalist_ai_v3"
"2024-05-16 11:54:39","2024-05-16 12:12:57","0",65,"100","1098","1","2024-05-16 12:12:57","R_2dn1COyIZh4aBjX","","","","",65,65,"anonymous","EN","1","2","2",61,"70","75","80","5833-2657-9868-2388","60","55","55","20","15","25","100","100","100","75","70","1","1","2","","2","","3","","38","5","","95","B2EDD3F3388B431BBCD3E68EB000FCCE","generalist_ai_v3"
"2024-05-16 11:55:23","2024-05-16 12:13:00","0",66,"100","1057","1","2024-05-16 12:13:01","R_2KH16IeS6D7ndMb","","","","",66,66,"anonymous","EN","1","2","2",62,"74","62","63","8638-6967-9768-8299","40","28","29","83","81","79","100","86","88","85","100","1","1","1","To see the technology. ","1","","3","","28","4","","10","0F830DAC459E44718B1B80D6D74C40C6","regular"
"2024-05-16 11:52:49","2024-05-16 12:13:01","0",3,"100","1211","1","2024-05-16 12:13:02","R_1ipSWuuvavyVVtv","","","","",3,3,"anonymous","EN","1","2","2",63,"14","15","14","8141-9712-0226-4335","30","14","18","25","22","24","62","75","65","23","71","3","3","2","","2","","3","","56","4","","38","9E15867945494FB1950C488395BAC834","rudimentary"
"2024-05-16 11:51:06","2024-05-16 12:13:03","0",67,"100","1316","1","2024-05-16 12:13:03","R_2ls4MvrqoOSW80h","","","","",67,67,"anonymous","EN","1","2","2",64,"20","0","40","2806-8738-1429-9482","10","0","25","0","0","50","100","100","75","75","0","1","1","1","I've used an AI companion app before out of curiosity and to test its capabilities.","1","","5","","39","3","","51","BECF2F9B16A940B6AF998E88A451A254","generalist_ai_v3"
"2024-05-16 11:52:33","2024-05-16 12:13:05","0",68,"100","1232","1","2024-05-16 12:13:06","R_1fDIORYT2jp0cPq","","","","",68,68,"anonymous","EN","1","2","2",65,"100","88","100","2450-7370-6660-3090","80","77","53","0","0","0","100","71","50","50","100","1","1","1","I have used Google AI to request directions, temperature, time and other basic questions.","1","","3","","67","3","","70","28F869D60F8A42C8A5B4C6B340B82888","generalist_ai_v3"
"2024-05-16 11:53:14","2024-05-16 12:13:18","0",69,"100","1204","1","2024-05-16 12:13:19","R_5emjD71wnRIARNf","","","","",69,69,"anonymous","EN","1","2","2",66,"61","55","40","7954-1914-3151-5642","50","40","45","85","75","60","100","90","95","90","95","1","1","2","","2","","3","","53","4","","90","466FB8AD5DCA47D8989FB99E4C898E80","regular"
"2024-05-16 11:54:21","2024-05-16 12:13:23","0",70,"100","1142","1","2024-05-16 12:13:24","R_7uWikykvs6SukCg","","","","",70,70,"anonymous","EN","1","2","2",67,"70","90","90","4457-5852-2782-2298","80","90","95","0","0","0","90","50","60","50","0","1","1","2","","1","","3","","35","3","","10","E15297E066CE42E7BB989E245C721DF7","generalist_ai_v3"
"2024-05-16 11:53:17","2024-05-16 12:13:24","0",71,"100","1207","1","2024-05-16 12:13:25","R_3LcoOSr7isQAAha","","","","",71,71,"anonymous","EN","1","2","2",68,"24","25","26","7462-8412-3325-4711","2","2","1","0","0","0","100","12","66","15","76","1","1","1","For fun","2","","3","","38","5","","61","4960EB8FE2D841DEA6730BBB1F99D3B6","generalist_ai_v3"
"2024-05-16 11:53:13","2024-05-16 12:13:26","0",72,"100","1212","1","2024-05-16 12:13:26","R_14wKQIerOlpo8xH","","","","",72,72,"anonymous","EN","1","2","2",69,"10","10","5","7742-8088-3395-8412","0","5","3","77","87","80","100","85","100","100","78","1","1","1","For work and my website.","1","","2","","32","4","","90","732B13D1388A42138D3D476083A6D8E0","regular"
"2024-05-16 11:51:34","2024-05-16 12:13:26","0",73,"100","1312","1","2024-05-16 12:13:27","R_2l3RnAkDfdEkLY0","","","","",73,73,"anonymous","EN","1","2","2",70,"9","16","29","2325-6596-5898-2433","7","10","15","42","40","40","72","69","45","33","63","1","1","2","","2","","3","","29","5","","78","F17C20DF3CFB48DF9F086FC28D9698D0","regular"
"2024-05-16 11:55:56","2024-05-16 12:13:31","0",74,"100","1054","1","2024-05-16 12:13:32","R_7G6GvPIsjnynKiB","","","","",74,74,"anonymous","EN","1","2","2",71,"55","47","54","9609-1580-5442-8423","49","47","51","53","52","52","81","48","76","59","48","1","1","1","To help inspire my writing","2","","3","","19","1","","54","2A7E2B339E2B4E3C82FA88D0A979CB07","regular"
"2024-05-16 11:54:04","2024-05-16 12:13:32","0",75,"100","1167","1","2024-05-16 12:13:33","R_8byM2g5xGRlBmDL","","","","",75,75,"anonymous","EN","1","2","2",72,"30","20","30","2088-8563-4080-9734","50","25","50","0","0","0","50","50","0","7","10","1","1","1","To roleplay characters","2","","3","","38","3","","100","B29C6BDD041846C0AA7F3DDB9D6EA8CA","rudimentary"
"2024-05-16 11:53:44","2024-05-16 12:13:33","0",76,"100","1189","1","2024-05-16 12:13:34","R_7qEnXU8itorbZmS","","","","",76,76,"anonymous","EN","1","2","2",73,"0","0","0","5223-8523-1962-0125","0","0","0","0","0","0","100","80","50","50","50","1","1","1","to help write a resume","2","","4","","39","4","","50","5FE7F4F5F60A49A58BFF4FC6CF8A47EC","rudimentary"
"2024-05-16 11:53:13","2024-05-16 12:13:39","0",77,"100","1225","1","2024-05-16 12:13:39","R_5QXOUw4b0cANmpG","","","","",77,77,"anonymous","EN","1","2","2",74,"70","60","60","2311-2919-9753-4710","70","60","60","55","58","65","90","87","92","40","81","1","1","2","","2","","3","","20","3","","65","C847965D4E104DBD89D1C6DEC520C07E","regular"
"2024-05-16 11:55:35","2024-05-16 12:13:39","0",78,"100","1083","1","2024-05-16 12:13:39","R_6q8I4sXuM9PKRa5","","","","",78,78,"anonymous","EN","1","2","2",75,"64","41","58","6151-2364-7294-7945","58","42","44","35","27","27","83","66","69","54","71","1","1","1","I was bored and had no one to talk with.","2","","3","","27","1","","58","CBE24D1D724349D09F35ADB75C2B3B31","generalist_ai_v3"
"2024-05-16 11:52:01","2024-05-16 12:13:41","0",79,"100","1300","1","2024-05-16 12:13:42","R_2kXiN2AucXTkze1","","","","",79,79,"anonymous","EN","1","2","2",76,"0","0","0","4812-2789-6473-3754","0","0","0","11","51","96","100","89","100","100","97","1","1","1","It was for a work program, that was teaching me how to record.","2","","1","","53","4","","86","FDCFE88BBFD649DFA8A5DE7A0486503B","generalist_ai_v3"
"2024-05-16 11:55:36","2024-05-16 12:13:41","0",80,"100","1085","1","2024-05-16 12:13:42","R_2YXK6Ifiuz0tDI5","","","","",80,80,"anonymous","EN","1","2","2",77,"0","0","0","4708-6467-3041-1792","0","0","0","0","0","0","0","0","0","0","0","1","1","1","To find a quick and efficient answer.","1","","2","","33","3","","90","76555D591C8B42DEA182443FD845CD8D","rudimentary"
"2024-05-16 11:52:04","2024-05-16 12:13:42","0",81,"100","1298","1","2024-05-16 12:13:43","R_7RdM0qi23T9rPpf","","","","",81,81,"anonymous","EN","1","2","2",78,"0","0","0","7512-8076-6104-2543","0","0","0","18","4","37","87","10","53","36","41","1","1","1","For knowledge and feeling comfort","1","","3","","33","4","","40","23FA8333AAFC422E866AD71CCEC960CA","generalist_ai_v3"
"2024-05-16 11:53:45","2024-05-16 12:13:43","0",82,"100","1197","1","2024-05-16 12:13:43","R_2IRA8xKCNMlTbi9","","","","",82,82,"anonymous","EN","1","2","2",79,"91","72","89","8668-5497-3260-5567","74","72","75","11","10","7","50","83","50","70","32","1","1","2","","2","","1","","23","4","","50","186EB58B348048649351CD368CCC1974","rudimentary"
"2024-05-16 11:51:31","2024-05-16 12:13:43","0",83,"100","1332","1","2024-05-16 12:13:44","R_5S8Vm7zmwoNrGYp","","","","",83,83,"anonymous","EN","1","2","2",80,"33","21","29","5291-1795-4927-6568","21","26","17","34","60","83","68","70","69","72","75","3","1","2","","1","","1","","23","4","","83","BDF0DBD728D24210A0B4C976D2F8BC67","generalist_ai_v3"
"2024-05-16 11:53:52","2024-05-16 12:13:53","0",84,"100","1201","1","2024-05-16 12:13:54","R_1JXAAkKwtiIPCbE","","","","",84,84,"anonymous","EN","1","2","2",81,"50","30","26","5208-3139-1748-5899","50","29","28","37","53","51","73","40","64","55","54","1","1","1","I have used an Al companion app before just to see what it was like","2","","3","","45","2","","57","F461C04A6C364534B88502CB1CB63827","rudimentary"
"2024-05-16 11:56:22","2024-05-16 12:13:55","0",85,"100","1052","1","2024-05-16 12:13:56","R_89weXhtCTzgitOx","","","","",85,85,"anonymous","EN","1","2","2",82,"25","25","50","2411-9104-5106-0997","25","25","50","0","0","0","50","25","50","50","25","1","1","2","","1","","3","","31","5","","25","2FFB9745F9684F22AB7FC8404BCEB73A","rudimentary"
"2024-05-16 11:51:10","2024-05-16 12:14:02","0",86,"100","1372","1","2024-05-16 12:14:03","R_7B7DNtzKlYpXxLz","","","","",86,86,"anonymous","EN","1","2","2",83,"40","45","65","9921-7727-9632-9192","45","45","49","70","65","95","100","100","100","100","80","1","1","2","","1","","1","","38","3","","60","BDF5F6793AFC457EAE8183612E092D17","regular"
"2024-05-16 11:52:58","2024-05-16 12:14:07","0",87,"100","1268","1","2024-05-16 12:14:08","R_2QMU3JZGxUoPvzh","","","","",75,75,"anonymous","EN","1","2","2",84,"86","84","97","4313-6144-9045-9763","25","13","9","100","100","81","84","96","87","79","73","1","1","2","","2","","3","","23","1","","100","DBF6E38A8E90446FB42D50D8217EF8F2","regular"
"2024-05-16 11:51:58","2024-05-16 12:14:08","0",88,"100","1329","1","2024-05-16 12:14:09","R_2YPPBI5Gh1d7kD7","","","","",87,87,"anonymous","EN","1","2","2",85,"15","0","0","9129-1638-8031-1637","15","0","0","50","0","0","100","100","50","100","100","2","1","1","ChatGPT","2","","2","","47","4","","70","FCD6A8ACD90E4D4C937E26784E8BB3DF","rudimentary"
"2024-05-16 11:55:23","2024-05-16 12:14:09","0",89,"100","1126","1","2024-05-16 12:14:10","R_33DXA6oof6OavNu","","","","",88,88,"anonymous","EN","1","2","2",86,"15","7","7","7447-1760-3379-2220","15","7","7","21","66","70","93","75","78","19","19","1","1","2","","1","","3","","28","4","","27","04FA67FD642448E8A31586BCFD1C4F72","regular"
"2024-05-16 11:53:46","2024-05-16 12:14:10","0",90,"100","1223","1","2024-05-16 12:14:11","R_3Tt9o1Au3r9x8T7","","","","",89,89,"anonymous","EN","1","2","2",87,"16","14","9","5747-4052-1934-4028","11","8","9","30","26","29","92","89","93","68","92","1","1","1","I have used it to generate ideas and write drafts. I have also used it for recreation at times.","1","","3","","41","4","","95","D8789D1C3C7A482E82088F5A66FC1DC0","generalist_ai_v3"
"2024-05-16 11:54:06","2024-05-16 12:14:11","0",91,"100","1204","1","2024-05-16 12:14:11","R_16z1cAiI99Uruy5","","","","",90,90,"anonymous","EN","1","2","2",88,"30","40","75","7276-2323-5990-5788","35","30","65","40","50","80","90","75","80","60","20","1","1","1","To create a cover letter as a base to edit to go along with my resume.","1","","1","","40","4","","75","37833ACD8B984E63AE0BE376647D10F4","generalist_ai_v3"
"2024-05-16 11:55:28","2024-05-16 12:14:13","0",92,"100","1124","1","2024-05-16 12:14:14","R_1aCLoc7r98APHmp","","","","",91,91,"anonymous","EN","1","2","2",89,"71","70","69","8607-7144-2310-1968","40","41","37","61","92","82","100","100","100","50","100","1","1","2","","2","","3","","55","3","","91","F6C76963DAAA4E7A9EBB3F78B2203461","regular"
"2024-05-16 11:53:04","2024-05-16 12:14:16","0",93,"100","1272","1","2024-05-16 12:14:16","R_8kTQsTcRsVDPmQo","","","","",92,92,"anonymous","EN","1","2","2",90,"10","20","20","2237-3524-4588-1821","5","5","5","20","10","10","90","60","90","75","30","1","1","1","I have used an AI companion app for research purposes, and to help troubleshoot technical problems.","1","","3","","28","4","","10","19E74FB398114C43B47499FDBBA4A14A","generalist_ai_v3"
"2024-05-16 11:51:30","2024-05-16 12:14:16","0",94,"100","1365","1","2024-05-16 12:14:17","R_29NIOnmNK1fkxjP","","","","",93,93,"anonymous","EN","1","2","2",91,"13","0","70","8533-9480-8703-3249","60","8","61","10","0","15","78","100","75","40","40","1","1","1","I use to play App games on my phone to talk to AI to help with lonliness and for entertainment value.","2","","3","","40","1","","75","A50449BFD7484419834FBB2DA415F399","generalist_ai_v3"
"2024-05-16 11:53:31","2024-05-16 12:14:17","0",95,"100","1246","1","2024-05-16 12:14:17","R_2PFhcdn87yTo6we","","","","",94,94,"anonymous","EN","1","2","2",92,"2","3","2","6426-2235-4108-4672","1","1","2","27","27","37","90","69","80","59","23","1","1","2","","1","","3","","56","5","","0","98E529F49D1843D7A2947802A546CE30","generalist_ai_v3"
"2024-05-16 11:54:55","2024-05-16 12:14:29","0",96,"100","1173","1","2024-05-16 12:14:29","R_5F4izUeKR7qlvoM","","","","",95,95,"anonymous","EN","1","2","2",93,"10","0","0","6569-1288-8516-6912","0","0","0","71","70","70","100","98","100","89","100","1","1","2","","2","","3","","39","3","","72","4A3C92EC457A4B2DA4F624775A808947","regular"
"2024-05-16 11:51:40","2024-05-16 12:14:30","0",97,"100","1369","1","2024-05-16 12:14:30","R_3oHKV6zmGK5IXEJ","","","","",49,49,"anonymous","EN","1","2","2",94,"69","73","74","2136-3494-8775-2903","68","70","74","72","73","74","81","77","89","98","80","1","1","2","","1","","3","","22","4","","71","AD20A5345C2C48678BC0560128746112","regular"
"2024-05-16 11:56:01","2024-05-16 12:14:35","0",98,"100","1113","1","2024-05-16 12:14:35","R_8yDaWU5WsOuq2DT","","","","",96,96,"anonymous","EN","1","2","2",95,"52","40","40","9420-5105-9766-2656","50","40","40","50","67","72","95","90","97","84","58","1","1","2","","2","","3","","63","3","","50","AACA41383086418FAA9B80537884B2AF","regular"
"2024-05-16 11:55:07","2024-05-16 12:14:35","0",99,"100","1168","1","2024-05-16 12:14:36","R_1hBavRGALepY3Ly","","","","",97,97,"anonymous","EN","1","2","2",96,"50","3","3","5021-5390-9015-6013","50","2","3","70","70","68","97","60","83","63","64","1","1","2","","2","","3","","39","2","","15","864195E37C32444583E87E2D9E46DDB0","regular"
"2024-05-16 11:54:56","2024-05-16 12:14:37","0",100,"100","1180","1","2024-05-16 12:14:38","R_7OJPKYdZkr3R4ma","","","","",98,98,"anonymous","EN","1","2","2",97,"0","0","0","7265-5202-8952-9651","0","0","0","50","50","90","100","100","100","80","90","1","1","1","Just to try it out and see how well I liked it. I was seeking as much authenticity as possible.","1","","5","","54","5","","75","EC21B373DE3D448C8D4A14546CBCBC70","generalist_ai_v3"
"2024-05-16 11:53:21","2024-05-16 12:14:38","0",101,"100","1276","1","2024-05-16 12:14:39","R_7Yfe4W10HH3T2q3","","","","",99,99,"anonymous","EN","1","2","2",98,"6","6","5","1571-8794-7375-1212","7","0","8","72","75","59","65","51","96","65","74","1","1","1","To try it out.","2","","3","","37","4","","60","CABFD17455E345998418F2546A3E6328","regular"
"2024-05-16 11:52:46","2024-05-16 12:14:39","0",102,"100","1312","1","2024-05-16 12:14:39","R_5Gg155v1nRu694l","","","","",100,100,"anonymous","EN","1","2","2",99,"80","60","60","5757-4018-7443-8595","65","55","50","20","20","20","100","100","85","30","40","1","1","1","Chat GPT was the hot new thing so I wanted to give it a spin. It was pretty fun and kind of useful","1","","5","","26","3","","100","EC1C8DDF8F98458A9D591B59A3F1916A","rudimentary"
"2024-05-16 11:51:58","2024-05-16 12:14:42","0",103,"100","1364","1","2024-05-16 12:14:43","R_20Mdgg5pLwV90hK","","","","",101,101,"anonymous","EN","1","2","2",100,"0","15","10","5293-7631-6306-0908","0","5","0","55","80","100","100","100","100","100","80","3","1","2","","2","","3","","42","4","","90","3C958E7A40DA4CD29B0A7D8A8BB5CDFA","regular"
"2024-05-16 11:54:01","2024-05-16 12:14:42","0",104,"100","1241","1","2024-05-16 12:14:43","R_5Sko5xXo8jMZQg1","","","","",102,102,"anonymous","EN","1","2","2",101,"7","7","5","4895-6325-5460-2173","5","6","5","50","50","50","89","86","91","82","86","1","1","2","","1","","1","","35","4","","50","C6240E4097624132993C9738192FD89E","generalist_ai_v3"
"2024-05-16 11:53:34","2024-05-16 12:14:46","0",105,"100","1271","1","2024-05-16 12:14:47","R_7HcLpzVLCESLoGT","","","","",103,103,"anonymous","EN","1","2","2",102,"40","27","39","6367-4019-8037-9355","8","20","20","0","60","80","100","100","100","100","100","1","1","2","","2","","3","","37","1","","0","945D0FB22C5D4745A703A700088247D2","generalist_ai_v3"
"2024-05-16 11:55:36","2024-05-16 12:14:52","0",106,"100","1156","1","2024-05-16 12:14:53","R_8fdbZzrilvqzaee","","","","",104,104,"anonymous","EN","1","2","2",103,"90","91","70","5620-0512-3477-3289","92","92","82","0","0","0","95","95","92","19","0","1","1","1","Just to see how it worked and whether it was useful to me","1","","3","","34","3","","75","9C430AA8762642B6910D1D477379DC44","rudimentary"
"2024-05-16 11:51:33","2024-05-16 12:15:01","0",107,"100","1408","1","2024-05-16 12:15:02","R_3MvTB1cT6v9re1P","","","","",105,105,"anonymous","EN","1","2","2",104,"10","15","20","4381-9955-9342-9997","11","15","18","88","84","79","89","77","92","68","61","1","1","2","","1","","3","","34","4","","64","A64FA05027504EC783777416BCA32A81","regular"
"2024-05-16 11:54:06","2024-05-16 12:15:08","0",108,"100","1262","1","2024-05-16 12:15:09","R_2gIUxiGs6OjQ5Br","","","","",106,106,"anonymous","EN","1","2","2",105,"0","0","0","4126-9415-6586-9631","50","50","50","20","25","40","100","100","90","90","30","1","1","1","I use Alexa and Siri to answer questions and turn lights on and off. I sometimes ask silly questions just for fun and to see what the response is.","1","","3","","63","3","","95","9777F5E6D87C48A6A97B04780A49FA49","rudimentary"
